Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentoré,MBA en Gestion,Directeur général,1,Développer des compétences en gestion des ressources humaines,,,Sympathique et patient,Université de Marseille,"Boston Consulting Group, PwC, Bain & Company, Deloitte, McKinsey & Company",8,,Français,Rennes,1
Mentoré,Master en Ingénierie,Ingénieur électrique,1,Apprendre les bases de l'ingénierie électrique,,,Dynamique et enthousiaste,Université de Lyon,"Airbus, Siemens",13,,Anglais,Montpellier,3
Mentoré,Licence en Finance,Trader,2,Apprendre les bases de la comptabilité,,,Sympathique et patient,Université de Lyon,"Bank of America, Citigroup, Morgan Stanley, Goldman Sachs, JPMorgan Chase",2,,Anglais,Marseille,1
Mentoré,Doctorat en Psychologie,Psychologue de l'enfance,2,Développer des compétences en conseil en orientation,,,Dynamique et enthousiaste,Université de Marseille,"Mayo Clinic, Massachusetts General Hospital",3,,Français,Toulouse,2
Mentoré,Certificat en Didactique,Éducateur spécialisé,2,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Lyon,"Harvard University, University of Cambridge",6,,Anglais,Marseille,3
Mentoré,Diplôme en Sculpture,Sculpteur,1,Apprendre les bases de la peinture,,,Sociable et communicatif,Université de Toulouse,"The Louvre, Sotheby's",6,,Français,Lyon,2
Mentoré,Licence en Informatique,Développeur logiciel,2,Apprendre la programmation,,,Dynamique et enthousiaste,Université de Paris,"Apple, Microsoft, IBM",19,,Français,Montpellier,3
Mentoré,BTS en Marketing,Chef de publicité,3,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Toulouse,"Coca-Cola, Procter & Gamble, Nike",10,,Français,Bordeaux,2
Mentoré,BTS en Design Graphique,Artiste numérique,5,Développer des compétences en arts numériques,,,Sympathique et patient,Université de Paris,"Gagosian Gallery, The Louvre, Sotheby's, Christie's, Saatchi Gallery",15,,Anglais,Nantes,3
Mentoré,Master en Psychologie,Psychologue scolaire,3,Développer des compétences en conseil en orientation,,,Créatif et innovant,Université de Bordeaux,"Johns Hopkins Hospital, Mayo Clinic, Stanford Health Care",20,,Anglais,Lille,3
Mentoré,Master en Pédagogie,Enseignant,2,Apprendre la pédagogie,,,Créatif et innovant,Université de Toulouse,"Stanford University, Oxford University, Massachusetts Institute of Technology, Harvard University, University of Cambridge",7,,Anglais,Lyon,2
Mentoré,Doctorat en Médecine,Médecin généraliste,1,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Marseille,"Stanford Health Care, Cleveland Clinic, Johns Hopkins Hospital",6,,Français,Paris,1
Mentoré,Doctorat en Informatique,Data scientist,2,Apprendre la programmation,,,Créatif et innovant,Université de Toulouse,"Amazon, Google, IBM, Apple, Microsoft",11,,Anglais,Paris,1
Mentoré,Doctorat en Informatique,Développeur web,2,Développer des compétences en développement web,,,Sympathique et patient,Université de Marseille,"Amazon, Microsoft, IBM",14,,Anglais,Toulouse,3
Mentoré,Master en Pédagogie,Éducateur spécialisé,5,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Lyon,"University of Cambridge, Massachusetts Institute of Technology, Harvard University, Stanford University, Oxford University",13,,Anglais,Montpellier,1
Mentoré,Internat en Médecine,Pédiatre,4,Comprendre la gynécologie,,,Analytique et organisé,Université de Lyon,Mayo Clinic,4,,Français,Lyon,2
Mentoré,BTS en Éducation,Enseignant,0,Apprendre la pédagogie,,,Créatif et innovant,Université de Marseille,En recherche de stage en Éducation,8,,Anglais,Toulouse,1
Mentoré,Internat en Médecine,Gynécologue,0,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Toulouse,En recherche de stage en Médecine,16,,Anglais,Bordeaux,3
Mentoré,BTS en Marketing,Responsable marketing,2,Comprendre l'analyse de marché,,,Sympathique et patient,Université de Bordeaux,"McDonald's, Nike, Procter & Gamble, Amazon Advertising",18,,Français,Montpellier,3
Mentoré,Doctorat en Médecine,Pédiatre,3,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Lyon,"Massachusetts General Hospital, Cleveland Clinic",10,,Anglais,Paris,2
Mentoré,Doctorat en Médecine,Chirurgien,0,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Lyon,En recherche de stage en Médecine,4,,Anglais,Rennes,2
Mentoré,Certificat en Marketing,Gestionnaire de campagnes,1,Comprendre l'analyse de marché,,,Analytique et organisé,Université de Marseille,"Nike, Coca-Cola, Amazon Advertising, Procter & Gamble",0,,Français,Rennes,2
Mentoré,Doctorat en Gestion,Responsable des ressources humaines,4,Apprendre les principes de gestion de projet,,,Sociable et communicatif,Université de Bordeaux,"McKinsey & Company, Bain & Company",1,,Anglais,Bordeaux,2
Mentoré,Master en Ressources Humaines,Médiateur en conflits,1,Acquérir des compétences en recrutement,,,Sociable et communicatif,Université de Paris,"Randstad, ManpowerGroup, Adecco",19,,Anglais,Toulouse,3
Mentoré,MBA en Finance,Gestionnaire de portefeuille,0,Acquérir des compétences en analyse financière,,,Dynamique et enthousiaste,Université de Paris,En recherche d'un premier emploi en Finance,16,,Anglais,Bordeaux,1
Mentoré,Master en Pédagogie,Éducateur spécialisé,4,Comprendre la psychologie de l'éducation,,,Sociable et communicatif,Université de Toulouse,Harvard University,11,,Anglais,Toulouse,1
Mentoré,BTS en Design Graphique,Artiste,1,Apprendre les bases de la peinture,,,Sociable et communicatif,Université de Toulouse,"Gagosian Gallery, Saatchi Gallery, Christie's, Sotheby's",15,,Anglais,Lyon,2
Mentoré,DES en Médecine,Pédiatre,2,Comprendre la gynécologie,,,Analytique et organisé,Université de Lyon,Johns Hopkins Hospital,10,,Français,Bordeaux,1
Mentoré,Ingénieur en Informatique,Data scientist,3,Développer des compétences en développement web,,,Analytique et organisé,Université de Lyon,"Amazon, Google, IBM, Microsoft, Apple",12,,Anglais,Bordeaux,2
Mentoré,BTS en Gestion,Directeur général,2,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Paris,"PwC, Deloitte, McKinsey & Company, Boston Consulting Group, Bain & Company",15,,Français,Bordeaux,1
Mentoré,Doctorat en Ingénierie,Ingénieur mécanique,3,Apprendre les bases de l'ingénierie électrique,,,Sociable et communicatif,Université de Marseille,"Lockheed Martin, Airbus, Boeing, General Electric",11,,Français,Rennes,3
Mentoré,Licence en Informatique,Ingénieur en cybersécurité,0,Apprendre la programmation,,,Créatif et innovant,Université de Lyon,En recherche d'un premier emploi en Informatique,7,,Anglais,Lyon,3
Mentoré,MBA en Gestion,Contrôleur financier,1,Développer des compétences en gestion des ressources humaines,,,Créatif et innovant,Université de Toulouse,"McKinsey & Company, Bain & Company, PwC, Deloitte, Boston Consulting Group",20,,Français,Montpellier,3
Mentoré,BTS en Informatique,Développeur logiciel,3,Développer des compétences en développement web,,,Sympathique et patient,Université de Marseille,Apple,13,,Anglais,Montpellier,2
Mentoré,Licence en Finance,Trader,3,Apprendre les bases de la comptabilité,,,Sociable et communicatif,Université de Marseille,"Goldman Sachs, Citigroup, JPMorgan Chase, Morgan Stanley",4,,Français,Toulouse,3
Mentoré,Master en Ressources Humaines,Responsable RH,4,Acquérir des compétences en recrutement,,,Sociable et communicatif,Université de Toulouse,"ADP, ManpowerGroup, Kelly Services, Adecco",16,,Anglais,Strasbourg,3
Mentoré,Licence en Informatique,Data scientist,5,Développer des compétences en développement web,,,Dynamique et enthousiaste,Université de Lyon,"Apple, IBM, Google, Amazon",5,,Français,Bordeaux,1
Mentoré,Doctorat en Marketing,Chef de publicité,1,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Bordeaux,"Amazon Advertising, McDonald's, Nike, Procter & Gamble",2,,Français,Bordeaux,2
Mentoré,BTS en Éducation,Enseignant,5,Apprendre la pédagogie,,,Sociable et communicatif,Université de Paris,"Oxford University, Harvard University, Massachusetts Institute of Technology, Stanford University",2,,Anglais,Lyon,2
Mentoré,BTS en Marketing,Chef de publicité,2,Apprendre les bases du marketing,,,Analytique et organisé,Université de Toulouse,"McDonald's, Amazon Advertising, Nike",20,,Anglais,Toulouse,2
Mentoré,BTS en Marketing,Chef de publicité,0,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Lyon,En recherche d'alternance en Marketing,15,,Anglais,Rennes,3
Mentoré,Master en Pédagogie,Didacticien,2,Comprendre la psychologie de l'éducation,,,Dynamique et enthousiaste,Université de Lyon,"Oxford University, University of Cambridge, Massachusetts Institute of Technology, Stanford University, Harvard University",0,,Français,Lille,1
Mentoré,Licence en Finance,Comptable,3,Apprendre les bases de la comptabilité,,,Sociable et communicatif,Université de Paris,"JPMorgan Chase, Goldman Sachs, Citigroup",15,,Anglais,Lille,1
Mentoré,Doctorat en Éducation,Didacticien,2,Apprendre la pédagogie,,,Analytique et organisé,Université de Marseille,"Massachusetts Institute of Technology, University of Cambridge, Stanford University",19,,Anglais,Rennes,2
Mentoré,Doctorat en Finance,Analyste financier,2,Apprendre les bases de la comptabilité,,,Analytique et organisé,Université de Bordeaux,Morgan Stanley,9,,Français,Nantes,3
Mentoré,Certificat en Didactique,Psychopédagogue,0,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Paris,En recherche de stage en Éducation,3,,Anglais,Nantes,2
Mentoré,BTS en Marketing,Analyste de marché,0,Apprendre les bases du marketing,,,Sympathique et patient,Université de Toulouse,En recherche d'alternance en Marketing,16,,Anglais,Strasbourg,3
Mentoré,Internat en Médecine,Gynécologue,0,Comprendre la gynécologie,,,Créatif et innovant,Université de Lyon,En recherche d'un premier emploi en Médecine,12,,Français,Nantes,2
Mentoré,BTS en Éducation,Psychopédagogue,5,Apprendre la pédagogie,,,Dynamique et enthousiaste,Université de Lyon,University of Cambridge,6,,Anglais,Nantes,2
Mentoré,Diplôme d'Ingénieur,Ingénieur logiciel,2,Apprendre les bases de l'ingénierie électrique,,,Sympathique et patient,Université de Paris,General Electric,2,,Anglais,Nantes,1
Mentoré,BTS en Ingénierie,Ingénieur logiciel,5,Comprendre la conception logicielle,,,Sympathique et patient,Université de Lyon,"Lockheed Martin, Siemens",7,,Français,Lyon,1
Mentoré,DES en Médecine,Chirurgien,0,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Lyon,En recherche d'un premier emploi en Médecine,9,,Français,Bordeaux,3
Mentoré,DFASM en Médecine,Gynécologue,1,Apprendre les bases de la médecine interne,,,Analytique et organisé,Université de Marseille,"Stanford Health Care, Mayo Clinic, Cleveland Clinic",4,,Français,Lille,3
Mentoré,BTS en Ressources Humaines,Recruteur,2,Comprendre la gestion des conflits au travail,,,Sympathique et patient,Université de Lyon,Randstad,17,,Français,Paris,2
Mentoré,Licence en Psychologie,Psychologue clinicien,1,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Bordeaux,"Mayo Clinic, Massachusetts General Hospital",7,,Français,Marseille,2
Mentoré,Certificat en Didactique,Didacticien,5,Apprendre la pédagogie,,,Sympathique et patient,Université de Bordeaux,"Stanford University, Harvard University, Oxford University, Massachusetts Institute of Technology, University of Cambridge",2,,Anglais,Montpellier,3
Mentoré,Doctorat en Gestion,Chef de projet,3,Apprendre les principes de gestion de projet,,,Sociable et communicatif,Université de Toulouse,"McKinsey & Company, PwC, Boston Consulting Group, Bain & Company",1,,Anglais,Nantes,3
Mentoré,Licence en Arts Plastiques,Sculpteur,0,Apprendre les bases de la peinture,,,Dynamique et enthousiaste,Université de Paris,En recherche d'alternance en Art,3,,Français,Toulouse,3
Mentoré,Master en Marketing,Responsable marketing,1,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Bordeaux,"McDonald's, Coca-Cola, Amazon Advertising",15,,Anglais,Nantes,2
Mentoré,Master en Gestion,Contrôleur financier,4,Apprendre les principes de gestion de projet,,,Sympathique et patient,Université de Lyon,"Bain & Company, PwC",15,,Anglais,Lille,2
Mentoré,Certificat en Marketing,Responsable marketing,1,Apprendre les bases du marketing,,,Sympathique et patient,Université de Lyon,Nike,2,,Anglais,Lille,3
Mentoré,Certificat en Marketing,Responsable marketing,0,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Marseille,En recherche d'alternance en Marketing,6,,Français,Rennes,2
Mentoré,Doctorat en Éducation,Enseignant,1,Comprendre la psychologie de l'éducation,,,Dynamique et enthousiaste,Université de Bordeaux,University of Cambridge,8,,Français,Rennes,3
Mentoré,Licence en Arts Plastiques,Artiste,0,Développer des compétences en arts numériques,,,Dynamique et enthousiaste,Université de Marseille,En recherche d'alternance en Art,7,,Français,Bordeaux,1
Mentoré,Diplôme d'Ingénieur,Ingénieur mécanique,4,Apprendre les bases de l'ingénierie électrique,,,Créatif et innovant,Université de Toulouse,"Siemens, Boeing",12,,Anglais,Lyon,3
Mentoré,Licence en Informatique,Data scientist,5,Apprendre la programmation,,,Créatif et innovant,Université de Marseille,Google,13,,Anglais,Lyon,1
Mentoré,MBA en Gestion,Chef de projet,0,Apprendre les principes de gestion de projet,,,Dynamique et enthousiaste,Université de Bordeaux,En recherche d'alternance en Gestion,11,,Français,Lyon,3
Mentoré,Licence en Informatique,Développeur web,0,Apprendre la programmation,,,Dynamique et enthousiaste,Université de Marseille,En recherche d'alternance en Informatique,20,,Français,Bordeaux,2
Mentoré,DFASM en Médecine,Chirurgien,1,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Paris,Cleveland Clinic,1,,Français,Strasbourg,1
Mentoré,Licence en Informatique,Développeur logiciel,4,Comprendre l'analyse de données,,,Analytique et organisé,Université de Paris,"Google, Amazon, Apple, Microsoft, IBM",20,,Français,Marseille,3
Mentoré,Certificat en Psychologie,Psychologue clinicien,2,Comprendre la psychologie de l'enfance,,,Dynamique et enthousiaste,Université de Toulouse,Mayo Clinic,11,,Français,Bordeaux,2
Mentoré,BTS en Psychologie,Conseiller en orientation,5,Développer des compétences en conseil en orientation,,,Analytique et organisé,Université de Lyon,Stanford Health Care,6,,Anglais,Rennes,3
Mentoré,Ingénieur en Informatique,Développeur logiciel,1,Développer des compétences en développement web,,,Analytique et organisé,Université de Lyon,"IBM, Google, Amazon, Microsoft",0,,Anglais,Bordeaux,3
Mentoré,Doctorat en Gestion,Chef de projet,1,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Lyon,"PwC, Boston Consulting Group, Bain & Company",12,,Anglais,Montpellier,3
Mentoré,Licence en Marketing,Responsable marketing,3,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Lyon,"Procter & Gamble, Amazon Advertising",5,,Anglais,Toulouse,3
Mentoré,Doctorat en Informatique,Développeur web,1,Développer des compétences en développement web,,,Créatif et innovant,Université de Toulouse,Amazon,15,,Anglais,Montpellier,3
Mentoré,Ingénieur en Informatique,Ingénieur en cybersécurité,0,Développer des compétences en développement web,,,Sociable et communicatif,Université de Marseille,En recherche d'alternance en Informatique,16,,Anglais,Rennes,2
